Datetime,Electric Power (kW),Thermal Power (kW),Irradiance (W/m2),Cost (Eur/kW),Access Tariff (Eur/kWh),PHP Tariff (Eur/kWh)
2022-01-01 01:00:00+00:00,201.924,2.1,0.0,0.1149,0.0078,0.0
2022-01-01 02:00:00+00:00,200.435,2.0,0.0,0.11387,0.0078,0.0
2022-01-01 03:00:00+00:00,198.125,2.2,0.0,0.0978,0.0069,0.0
2022-01-01 04:00:00+00:00,198.029,2.1,0.0,0.0978,0.0069,0.0
2022-01-01 05:00:00+00:00,202.154,2.2,0.0,0.09573999999999999,0.0069,0.0
2022-01-01 06:00:00+00:00,204.67,2.2,0.0,0.0978,0.0069,0.0
2022-01-01 07:00:00+00:00,213.638,2.0,0.0,0.0978,0.0078,0.0
2022-01-01 08:00:00+00:00,193.141,2.1,0.0,0.0978,0.0078,0.0
2022-01-01 09:00:00+00:00,195.51,2.2,109.58171081542969,0.07005,0.0099,0.0
2022-01-01 10:00:00+00:00,224.51,2.1,424.6546630859375,0.07679000000000001,0.0108,0.0018816666666666665
2022-01-01 11:00:00+00:00,236.04,2.1,379.8204040527344,0.0841,0.0108,0.0018816666666666665
2022-01-01 12:00:00+00:00,246.025,2.1,450.48748779296875,0.09473999999999999,0.0099,0.0
2022-01-01 13:00:00+00:00,251.627,2.1,698.314208984375,0.0968,0.0099,0.0
2022-01-01 14:00:00+00:00,250.354,2.1,736.6477661132812,0.0978,0.0099,0.0
2022-01-01 15:00:00+00:00,252.962,2.1,248.7794952392578,0.09852,0.0099,0.0
2022-01-01 16:00:00+00:00,247.651,2.2,36.127567291259766,0.1145,0.0099,0.0
2022-01-01 17:00:00+00:00,265.975,2.1,161.68556213378906,0.14997,0.0099,0.0
2022-01-01 18:00:00+00:00,241.594,2.0,0.0,0.17722,0.0099,0.0
2022-01-01 19:00:00+00:00,248.217,2.2,0.0,0.18752000000000002,0.0108,0.0018816666666666665
2022-01-01 20:00:00+00:00,244.072,2.1,0.0,0.18925999999999998,0.0108,0.0018816666666666665
2022-01-01 21:00:00+00:00,228.617,2.2,0.0,0.19081,0.0108,0.0018816666666666665
2022-01-01 22:00:00+00:00,226.293,2.1,0.0,0.18838999999999997,0.0099,0.0
2022-01-01 23:00:00+00:00,222.008,2.1,0.0,0.16726,0.0078,0.0
2022-01-02 00:00:00+00:00,293.407,2.1,0.0,0.13321,0.0078,0.0
2022-01-02 01:00:00+00:00,245.912,2.2,0.0,0.11587,0.0078,0.0
2022-01-02 02:00:00+00:00,242.859,2.1,0.0,0.11052,0.0078,0.0
2022-01-02 03:00:00+00:00,239.679,2.2,0.0,0.113,0.0069,0.0
2022-01-02 04:00:00+00:00,200.402,2.1,0.0,0.11587,0.0069,0.0
2022-01-02 05:00:00+00:00,219.515,2.1,0.0,0.11052,0.0069,0.0
2022-01-02 06:00:00+00:00,228.027,2.0,0.0,0.11587,0.0069,0.0
2022-01-02 07:00:00+00:00,238.231,2.3,0.0,0.1296,0.0078,0.0
2022-01-02 08:00:00+00:00,243.889,2.1,0.0,0.11587,0.0078,0.0
2022-01-02 09:00:00+00:00,392.42,99.6,0.0,0.11587,0.0099,0.0
2022-01-02 10:00:00+00:00,791.801,209.1,4.662032604217529,0.113,0.0108,0.0018816666666666665
2022-01-02 11:00:00+00:00,796.709,225.4,9.100343704223633,0.11587,0.0108,0.0018816666666666665
2022-01-02 12:00:00+00:00,802.126,224.3,308.6932067871094,0.11,0.0099,0.0
2022-01-02 13:00:00+00:00,810.381,223.2,436.5841369628906,0.11052,0.0099,0.0
2022-01-02 14:00:00+00:00,823.827,223.6,432.61175537109375,0.11587,0.0099,0.0
2022-01-02 15:00:00+00:00,823.08,220.4,570.779052734375,0.1098,0.0099,0.0
2022-01-02 16:00:00+00:00,869.163,223.7,453.7039489746094,0.11587,0.0099,0.0
2022-01-02 17:00:00+00:00,937.213,224.3,190.77188110351562,0.15979,0.0099,0.0
2022-01-02 18:00:00+00:00,948.944,224.9,0.0,0.19425,0.0099,0.0
2022-01-02 19:00:00+00:00,933.937,224.5,0.0,0.198,0.0108,0.0018816666666666665
2022-01-02 20:00:00+00:00,927.966,223.3,0.0,0.20837999999999998,0.0108,0.0018816666666666665
2022-01-02 21:00:00+00:00,795.136,2.8,0.0,0.2091,0.0108,0.0018816666666666665
2022-01-02 22:00:00+00:00,710.356,2.2,0.0,0.19136,0.0099,0.0
2022-01-02 23:00:00+00:00,621.181,2.1,0.0,0.178,0.0078,0.0
2022-01-03 00:00:00+00:00,386.938,2.1,0.0,0.1815,0.0078,0.0
2022-01-03 01:00:00+00:00,300.494,2.1,0.0,0.16072,0.0078,0.0
2022-01-03 02:00:00+00:00,303.928,2.1,0.0,0.15464,0.0078,0.0
2022-01-03 03:00:00+00:00,276.828,2.1,0.0,0.14986000000000002,0.0069,0.0
2022-01-03 04:00:00+00:00,218.215,2.1,0.0,0.14449,0.0069,0.0
2022-01-03 05:00:00+00:00,237.067,2.3,0.0,0.14886000000000002,0.0069,0.0
2022-01-03 06:00:00+00:00,241.142,2.0,0.0,0.15377000000000002,0.0069,0.0
2022-01-03 07:00:00+00:00,255.635,2.1,0.0,0.16072,0.0078,0.0
2022-01-03 08:00:00+00:00,247.944,2.0,0.0,0.18925999999999998,0.0078,0.0
2022-01-03 09:00:00+00:00,416.375,116.8,127.7205581665039,0.18353999999999998,0.0099,0.0
2022-01-03 10:00:00+00:00,817.462,200.1,442.19525146484375,0.16072,0.0108,0.0018816666666666665
2022-01-03 11:00:00+00:00,779.314,185.8,481.3194885253906,0.1522,0.0108,0.0018816666666666665
2022-01-03 12:00:00+00:00,800.989,223.4,564.0636596679688,0.14886000000000002,0.0099,0.0
2022-01-03 13:00:00+00:00,805.92,223.1,522.2077026367188,0.14204,0.0099,0.0
2022-01-03 14:00:00+00:00,814.257,223.1,499.84295654296875,0.12738,0.0099,0.0
2022-01-03 15:00:00+00:00,847.772,220.3,383.0268859863281,0.11287,0.0099,0.0
2022-01-03 16:00:00+00:00,891.574,222.8,343.19854736328125,0.1268,0.0099,0.0
2022-01-03 17:00:00+00:00,893.771,209.3,173.90838623046875,0.14849,0.0099,0.0
2022-01-03 18:00:00+00:00,873.925,157.0,0.0,0.17506,0.0099,0.0
2022-01-03 19:00:00+00:00,875.218,158.6,0.0,0.18,0.0108,0.0018816666666666665
2022-01-03 20:00:00+00:00,736.2,2.8,0.0,0.15377000000000002,0.0108,0.0018816666666666665
2022-01-03 21:00:00+00:00,723.069,2.1,0.0,0.14194,0.0108,0.0018816666666666665
2022-01-03 22:00:00+00:00,672.546,2.0,0.0,0.11411,0.0099,0.0
2022-01-03 23:00:00+00:00,570.761,2.3,0.0,0.10036,0.0078,0.0
2022-01-04 00:00:00+00:00,317.572,2.0,0.0,0.12547,0.0078,0.0
2022-01-04 01:00:00+00:00,290.451,2.1,0.0,0.11555,0.0078,0.0
2022-01-04 02:00:00+00:00,281.824,2.1,0.0,0.11329,0.0078,0.0
2022-01-04 03:00:00+00:00,213.308,2.1,0.0,0.10581,0.0069,0.0
2022-01-04 04:00:00+00:00,210.753,2.2,0.0,0.105,0.0069,0.0
2022-01-04 05:00:00+00:00,230.345,2.1,0.0,0.11511,0.0069,0.0
2022-01-04 06:00:00+00:00,235.228,2.1,0.0,0.15377000000000002,0.0069,0.0
2022-01-04 07:00:00+00:00,253.188,2.1,0.0,0.16103,0.0078,0.0
2022-01-04 08:00:00+00:00,253.332,6.6,0.0,0.17890999999999999,0.0078,0.0
2022-01-04 09:00:00+00:00,428.096,150.4,0.0,0.19,0.0099,0.0
2022-01-04 10:00:00+00:00,830.274,229.3,0.0,0.18988,0.0108,0.0018816666666666665
2022-01-04 11:00:00+00:00,818.563,172.5,0.0,0.18242,0.0108,0.0018816666666666665
2022-01-04 12:00:00+00:00,840.633,228.6,7.368052959442139,0.18246,0.0099,0.0
2022-01-04 13:00:00+00:00,831.321,226.1,559.1683349609375,0.17959,0.0099,0.0
2022-01-04 14:00:00+00:00,821.825,224.4,552.1255493164062,0.16319999999999998,0.0099,0.0
2022-01-04 15:00:00+00:00,785.34,147.9,414.08758544921875,0.15730000000000002,0.0099,0.0
2022-01-04 16:00:00+00:00,856.397,198.5,429.9372253417969,0.15730000000000002,0.0099,0.0
2022-01-04 17:00:00+00:00,901.242,158.1,292.0843505859375,0.16378,0.0099,0.0
2022-01-04 18:00:00+00:00,898.184,157.1,0.0,0.18494,0.0099,0.0
2022-01-04 19:00:00+00:00,889.628,153.6,0.0,0.17899,0.0108,0.0018816666666666665
2022-01-04 20:00:00+00:00,857.903,161.0,0.0,0.15612,0.0108,0.0018816666666666665
2022-01-04 21:00:00+00:00,811.955,93.9,0.0,0.14865,0.0108,0.0018816666666666665
2022-01-04 22:00:00+00:00,722.933,50.7,0.0,0.13792,0.0099,0.0
2022-01-04 23:00:00+00:00,574.658,2.1,0.0,0.11287,0.0078,0.0
2022-01-05 00:00:00+00:00,323.27,2.1,0.0,0.1328,0.0078,0.0
2022-01-05 01:00:00+00:00,297.873,2.2,0.0,0.1067,0.0078,0.0
2022-01-05 02:00:00+00:00,298.672,2.0,0.0,0.0845,0.0078,0.0
2022-01-05 03:00:00+00:00,234.059,2.1,0.0,0.08,0.0069,0.0
2022-01-05 04:00:00+00:00,225.053,2.1,0.0,0.07911,0.0069,0.0
2022-01-05 05:00:00+00:00,239.061,2.2,0.0,0.09479000000000001,0.0069,0.0
2022-01-05 06:00:00+00:00,243.962,2.1,0.0,0.16904,0.0069,0.0
2022-01-05 07:00:00+00:00,257.9,2.1,0.0,0.20607,0.0078,0.0
2022-01-05 08:00:00+00:00,279.78,16.2,0.0,0.21112999999999998,0.0078,0.0
2022-01-05 09:00:00+00:00,429.698,104.3,0.0,0.21386000000000002,0.0099,0.0
2022-01-05 10:00:00+00:00,823.895,223.2,0.0,0.2091,0.0108,0.0018816666666666665
2022-01-05 11:00:00+00:00,812.803,122.5,0.0,0.2028,0.0108,0.0018816666666666665
2022-01-05 12:00:00+00:00,848.954,200.4,0.0,0.19988999999999998,0.0099,0.0
2022-01-05 13:00:00+00:00,832.714,225.0,0.0,0.19734000000000002,0.0099,0.0
2022-01-05 14:00:00+00:00,810.381,142.5,0.0,0.1956,0.0099,0.0
2022-01-05 15:00:00+00:00,829.753,206.8,0.0,0.2,0.0099,0.0
2022-01-05 16:00:00+00:00,854.624,172.8,569.051025390625,0.20607,0.0099,0.0
2022-01-05 17:00:00+00:00,890.753,161.9,326.28021240234375,0.21123,0.0099,0.0
2022-01-05 18:00:00+00:00,906.018,154.9,17.550392150878906,0.225,0.0099,0.0
2022-01-05 19:00:00+00:00,901.974,157.2,0.0,0.25034,0.0108,0.0018816666666666665
2022-01-05 20:00:00+00:00,858.571,153.7,0.0,0.24193,0.0108,0.0018816666666666665
2022-01-05 21:00:00+00:00,814.618,95.6,0.0,0.21894999999999998,0.0108,0.0018816666666666665
2022-01-05 22:00:00+00:00,719.253,44.5,0.0,0.20746,0.0099,0.0
2022-01-05 23:00:00+00:00,584.617,2.1,0.0,0.2,0.0078,0.0
2022-01-06 00:00:00+00:00,325.464,2.1,0.0,0.20715,0.0078,0.0
2022-01-06 01:00:00+00:00,301.034,2.2,0.0,0.20422,0.0078,0.0
2022-01-06 02:00:00+00:00,301.03,2.1,0.0,0.19182,0.0078,0.0
2022-01-06 03:00:00+00:00,232.606,2.1,0.0,0.1807,0.0069,0.0
2022-01-06 04:00:00+00:00,226.785,2.2,0.0,0.1701,0.0069,0.0
2022-01-06 05:00:00+00:00,242.662,2.1,0.0,0.19438,0.0069,0.0
2022-01-06 06:00:00+00:00,248.815,2.1,0.0,0.20422,0.0069,0.0
2022-01-06 07:00:00+00:00,263.672,2.1,0.0,0.21614,0.0078,0.0
2022-01-06 08:00:00+00:00,329.836,79.4,0.0,0.21941999999999998,0.0078,0.0
2022-01-06 09:00:00+00:00,395.116,59.9,0.0,0.22,0.0099,0.0
2022-01-06 10:00:00+00:00,779.836,227.6,78.49526977539062,0.2149,0.0108,0.0018816666666666665
2022-01-06 11:00:00+00:00,781.298,186.6,18.009937286376953,0.2079,0.0108,0.0018816666666666665
2022-01-06 12:00:00+00:00,772.489,133.9,56.11005783081055,0.205,0.0099,0.0
2022-01-06 13:00:00+00:00,814.937,185.0,142.65521240234375,0.20443,0.0099,0.0
2022-01-06 14:00:00+00:00,802.977,142.8,32.85337448120117,0.19684000000000001,0.0099,0.0
2022-01-06 15:00:00+00:00,814.25,168.7,65.84380340576172,0.18988999999999998,0.0099,0.0
2022-01-06 16:00:00+00:00,857.439,170.0,272.1224365234375,0.20217,0.0099,0.0
2022-01-06 17:00:00+00:00,889.941,148.1,161.47691345214844,0.22231,0.0099,0.0
2022-01-06 18:00:00+00:00,911.289,151.7,17.14621353149414,0.27344,0.0099,0.0
2022-01-06 19:00:00+00:00,902.073,147.3,0.0,0.27836,0.0108,0.0018816666666666665
2022-01-06 20:00:00+00:00,872.758,149.1,0.0,0.25171,0.0108,0.0018816666666666665
2022-01-06 21:00:00+00:00,809.412,66.8,0.0,0.22996,0.0108,0.0018816666666666665
2022-01-06 22:00:00+00:00,751.689,46.8,0.0,0.21644,0.0099,0.0
2022-01-06 23:00:00+00:00,587.759,2.2,0.0,0.21,0.0078,0.0
2022-01-07 00:00:00+00:00,317.816,2.2,0.0,0.21347,0.0078,0.0
2022-01-07 01:00:00+00:00,293.619,2.1,0.0,0.189,0.0078,0.0
2022-01-07 02:00:00+00:00,285.239,2.1,0.0,0.18,0.0078,0.0
2022-01-07 03:00:00+00:00,240.457,2.1,0.0,0.16490000000000002,0.0069,0.0
2022-01-07 04:00:00+00:00,219.091,2.1,0.0,0.1628,0.0069,0.0
2022-01-07 05:00:00+00:00,235.85,2.1,0.0,0.165,0.0069,0.0
2022-01-07 06:00:00+00:00,240.215,2.2,0.0,0.16519999999999999,0.0069,0.0
2022-01-07 07:00:00+00:00,252.712,2.1,0.0,0.21589,0.0078,0.0
2022-01-07 08:00:00+00:00,300.791,12.6,0.0,0.24384,0.0078,0.0
2022-01-07 09:00:00+00:00,379.847,3.3,171.85670471191406,0.25001,0.0099,0.0
2022-01-07 10:00:00+00:00,713.456,6.2,418.6105041503906,0.24,0.0108,0.0018816666666666665
2022-01-07 11:00:00+00:00,718.254,2.2,598.2122192382812,0.23253000000000001,0.0108,0.0018816666666666665
2022-01-07 12:00:00+00:00,715.338,2.0,799.5768432617188,0.21628,0.0099,0.0
2022-01-07 13:00:00+00:00,721.201,2.1,838.6928100585938,0.21194,0.0099,0.0
2022-01-07 14:00:00+00:00,689.972,2.0,831.030029296875,0.20705,0.0099,0.0
2022-01-07 15:00:00+00:00,671.527,2.2,781.99267578125,0.21011000000000002,0.0099,0.0
2022-01-07 16:00:00+00:00,770.759,78.0,667.6574096679688,0.22021000000000002,0.0099,0.0
2022-01-07 17:00:00+00:00,882.075,184.7,428.50701904296875,0.24384,0.0099,0.0
2022-01-07 18:00:00+00:00,894.4,177.8,16.746442794799805,0.26,0.0099,0.0
2022-01-07 19:00:00+00:00,875.714,170.5,0.0,0.25,0.0108,0.0018816666666666665
2022-01-07 20:00:00+00:00,808.126,105.6,0.0,0.24384,0.0108,0.0018816666666666665
2022-01-07 21:00:00+00:00,787.354,94.1,0.0,0.24384,0.0108,0.0018816666666666665
2022-01-07 22:00:00+00:00,721.547,38.2,0.0,0.23569,0.0099,0.0
2022-01-07 23:00:00+00:00,578.142,2.0,0.0,0.21509999999999999,0.0078,0.0
2022-01-08 00:00:00+00:00,316.926,2.3,0.0,0.27002,0.0078,0.0
2022-01-08 01:00:00+00:00,295.125,2.1,0.0,0.23786000000000002,0.0078,0.0
2022-01-08 02:00:00+00:00,288.531,2.0,0.0,0.21589,0.0078,0.0
2022-01-08 03:00:00+00:00,231.258,2.2,0.0,0.21144,0.0069,0.0
2022-01-08 04:00:00+00:00,213.816,2.1,0.0,0.2009,0.0069,0.0
2022-01-08 05:00:00+00:00,243.596,2.0,0.0,0.2,0.0069,0.0
2022-01-08 06:00:00+00:00,244.031,2.2,0.0,0.20136,0.0069,0.0
2022-01-08 07:00:00+00:00,245.323,2.2,0.0,0.20909,0.0078,0.0
2022-01-08 08:00:00+00:00,271.331,33.9,0.0,0.21589,0.0078,0.0
2022-01-08 09:00:00+00:00,315.444,2.1,207.3241729736328,0.231,0.0099,0.0
2022-01-08 10:00:00+00:00,694.365,97.1,439.7357482910156,0.22895,0.0108,0.0018816666666666665
2022-01-08 11:00:00+00:00,717.68,133.3,402.23114013671875,0.21539,0.0108,0.0018816666666666665
2022-01-08 12:00:00+00:00,791.472,173.0,283.1923828125,0.20668,0.0099,0.0
2022-01-08 13:00:00+00:00,809.731,175.4,323.1671447753906,0.185,0.0099,0.0
2022-01-08 14:00:00+00:00,821.144,177.7,436.4495849609375,0.16952,0.0099,0.0
2022-01-08 15:00:00+00:00,829.396,177.6,394.98602294921875,0.1628,0.0099,0.0
2022-01-08 16:00:00+00:00,872.328,158.8,131.37738037109375,0.16172999999999998,0.0099,0.0
2022-01-08 17:00:00+00:00,901.716,145.6,86.21647644042969,0.1899,0.0099,0.0
2022-01-08 18:00:00+00:00,909.995,159.8,0.0,0.20668,0.0099,0.0
2022-01-08 19:00:00+00:00,833.138,77.9,0.0,0.21,0.0108,0.0018816666666666665
2022-01-08 20:00:00+00:00,836.268,133.7,0.0,0.21,0.0108,0.0018816666666666665
2022-01-08 21:00:00+00:00,829.66,130.0,0.0,0.20937,0.0108,0.0018816666666666665
2022-01-08 22:00:00+00:00,717.911,24.4,0.0,0.18530000000000002,0.0099,0.0
2022-01-08 23:00:00+00:00,588.671,2.3,0.0,0.1688,0.0078,0.0
2022-01-09 00:00:00+00:00,329.739,2.0,0.0,0.10918000000000001,0.0078,0.0
2022-01-09 01:00:00+00:00,292.95,2.1,0.0,0.08961,0.0078,0.0
2022-01-09 02:00:00+00:00,286.587,2.2,0.0,0.08023999999999999,0.0078,0.0
2022-01-09 03:00:00+00:00,237.55,2.1,0.0,0.05546,0.0069,0.0
2022-01-09 04:00:00+00:00,210.752,2.0,0.0,0.04582,0.0069,0.0
2022-01-09 05:00:00+00:00,232.615,2.3,0.0,0.0485,0.0069,0.0
2022-01-09 06:00:00+00:00,234.933,2.1,0.0,0.07429000000000001,0.0069,0.0
2022-01-09 07:00:00+00:00,242.145,2.0,0.0,0.08978,0.0078,0.0
2022-01-09 08:00:00+00:00,238.397,2.2,0.0,0.10479000000000001,0.0078,0.0
2022-01-09 09:00:00+00:00,306.714,2.0,0.0,0.14,0.0099,0.0
2022-01-09 10:00:00+00:00,762.141,116.4,0.0,0.14,0.0108,0.0018816666666666665
2022-01-09 11:00:00+00:00,796.539,161.4,11.867918014526367,0.12,0.0108,0.0018816666666666665
2022-01-09 12:00:00+00:00,815.884,179.7,31.32961654663086,0.06977,0.0099,0.0
2022-01-09 13:00:00+00:00,820.477,179.0,49.1347770690918,0.06977,0.0099,0.0
2022-01-09 14:00:00+00:00,830.135,179.0,32.315818786621094,0.05796,0.0099,0.0
2022-01-09 15:00:00+00:00,882.728,179.2,0.0,0.014,0.0099,0.0
2022-01-09 16:00:00+00:00,883.954,178.8,22.279457092285156,0.09251999999999999,0.0099,0.0
2022-01-09 17:00:00+00:00,913.635,176.3,0.0,0.15990000000000001,0.0099,0.0
2022-01-09 18:00:00+00:00,927.198,179.5,0.0,0.2079,0.0099,0.0
2022-01-09 19:00:00+00:00,914.834,178.5,0.0,0.24,0.0108,0.0018816666666666665
2022-01-09 20:00:00+00:00,783.45,2.1,0.0,0.23082,0.0108,0.0018816666666666665
2022-01-09 21:00:00+00:00,767.182,2.2,0.0,0.21402000000000002,0.0108,0.0018816666666666665
2022-01-09 22:00:00+00:00,675.089,2.2,0.0,0.21588,0.0099,0.0
2022-01-09 23:00:00+00:00,577.063,2.0,0.0,0.2056,0.0078,0.0
2022-01-10 00:00:00+00:00,327.337,2.2,0.0,0.19623,0.0078,0.0
2022-01-10 01:00:00+00:00,288.267,2.1,0.0,0.165,0.0078,0.0
2022-01-10 02:00:00+00:00,283.409,2.0,0.0,0.15869999999999998,0.0078,0.0
2022-01-10 03:00:00+00:00,243.733,2.2,0.0,0.15930000000000002,0.0069,0.0
2022-01-10 04:00:00+00:00,239.092,2.2,0.0,0.1601,0.0069,0.0
2022-01-10 05:00:00+00:00,246.267,2.1,0.0,0.17301,0.0069,0.0
2022-01-10 06:00:00+00:00,248.219,2.0,0.0,0.2001,0.0069,0.0
2022-01-10 07:00:00+00:00,255.548,2.2,0.0,0.22846,0.0078,0.0
2022-01-10 08:00:00+00:00,314.768,85.8,0.0,0.23474,0.0078,0.0
2022-01-10 09:00:00+00:00,394.973,2.0,0.0,0.24,0.0099,0.0
2022-01-10 10:00:00+00:00,732.605,2.0,45.35011291503906,0.23876,0.0108,0.0018816666666666665
2022-01-10 11:00:00+00:00,728.021,2.1,215.61099243164062,0.22838,0.0108,0.0018816666666666665
2022-01-10 12:00:00+00:00,752.392,2.0,297.466552734375,0.22253,0.0099,0.0
2022-01-10 13:00:00+00:00,717.223,2.2,273.3223876953125,0.21600999999999998,0.0099,0.0
2022-01-10 14:00:00+00:00,766.01,120.5,286.8237609863281,0.20601,0.0099,0.0
2022-01-10 15:00:00+00:00,834.172,216.1,117.2735366821289,0.20099,0.0099,0.0
2022-01-10 16:00:00+00:00,878.423,226.5,190.96751403808594,0.223,0.0099,0.0
2022-01-10 17:00:00+00:00,915.769,226.0,84.31231689453125,0.25601,0.0099,0.0
2022-01-10 18:00:00+00:00,890.234,136.0,15.58704948425293,0.2864,0.0099,0.0
2022-01-10 19:00:00+00:00,899.384,187.4,0.0,0.29498,0.0108,0.0018816666666666665
2022-01-10 20:00:00+00:00,862.651,161.6,0.0,0.26744999999999997,0.0108,0.0018816666666666665
2022-01-10 21:00:00+00:00,833.906,121.8,0.0,0.24223,0.0108,0.0018816666666666665
2022-01-10 22:00:00+00:00,755.181,88.4,0.0,0.21703,0.0099,0.0
2022-01-10 23:00:00+00:00,575.245,2.1,0.0,0.19893,0.0078,0.0
2022-01-11 00:00:00+00:00,308.622,2.1,0.0,0.21034,0.0078,0.0
2022-01-11 01:00:00+00:00,256.23,2.1,0.0,0.20242,0.0078,0.0
2022-01-11 02:00:00+00:00,260.4,2.1,0.0,0.1976,0.0078,0.0
2022-01-11 03:00:00+00:00,220.954,2.1,0.0,0.193,0.0069,0.0
2022-01-11 04:00:00+00:00,218.062,2.2,0.0,0.19490000000000002,0.0069,0.0
2022-01-11 05:00:00+00:00,239.815,2.0,0.0,0.20445,0.0069,0.0
2022-01-11 06:00:00+00:00,240.481,2.2,0.0,0.21932,0.0069,0.0
2022-01-11 07:00:00+00:00,253.604,2.0,0.0,0.22838,0.0078,0.0
2022-01-11 08:00:00+00:00,274.699,2.1,0.0,0.24997,0.0078,0.0
2022-01-11 09:00:00+00:00,374.249,2.2,240.17520141601562,0.24997,0.0099,0.0
2022-01-11 10:00:00+00:00,706.218,2.1,608.7371215820312,0.24247,0.0108,0.0018816666666666665
2022-01-11 11:00:00+00:00,723.386,2.0,743.6480712890625,0.2122,0.0108,0.0018816666666666665
2022-01-11 12:00:00+00:00,716.592,2.1,787.82373046875,0.2071,0.0099,0.0
2022-01-11 13:00:00+00:00,708.126,2.0,824.4987182617188,0.207,0.0099,0.0
2022-01-11 14:00:00+00:00,661.928,2.1,818.7114868164062,0.2068,0.0099,0.0
2022-01-11 15:00:00+00:00,737.117,105.8,774.8936767578125,0.2068,0.0099,0.0
2022-01-11 16:00:00+00:00,836.736,207.1,675.4386596679688,0.212,0.0099,0.0
2022-01-11 17:00:00+00:00,898.287,226.4,451.4901123046875,0.24247,0.0099,0.0
2022-01-11 18:00:00+00:00,893.372,158.7,30.43266487121582,0.26,0.0099,0.0
2022-01-11 19:00:00+00:00,886.8,144.5,0.0,0.26197000000000004,0.0108,0.0018816666666666665
2022-01-11 20:00:00+00:00,863.545,155.4,0.0,0.26266,0.0108,0.0018816666666666665
2022-01-11 21:00:00+00:00,824.001,99.6,0.0,0.245,0.0108,0.0018816666666666665
2022-01-11 22:00:00+00:00,761.715,89.5,0.0,0.22747,0.0099,0.0
2022-01-11 23:00:00+00:00,575.311,2.1,0.0,0.21162999999999998,0.0078,0.0
2022-01-12 00:00:00+00:00,325.074,2.1,0.0,0.19665000000000002,0.0078,0.0
2022-01-12 01:00:00+00:00,274.299,2.2,0.0,0.1871,0.0078,0.0
2022-01-12 02:00:00+00:00,271.396,2.0,0.0,0.18427000000000002,0.0078,0.0
2022-01-12 03:00:00+00:00,229.553,2.1,0.0,0.17958000000000002,0.0069,0.0
2022-01-12 04:00:00+00:00,231.222,2.3,0.0,0.17833000000000002,0.0069,0.0
2022-01-12 05:00:00+00:00,252.339,2.0,0.0,0.19013999999999998,0.0069,0.0
2022-01-12 06:00:00+00:00,254.933,2.1,0.0,0.18522,0.0069,0.0
2022-01-12 07:00:00+00:00,272.4,2.2,0.0,0.20022,0.0078,0.0
2022-01-12 08:00:00+00:00,316.783,2.0,0.0,0.21715,0.0078,0.0
2022-01-12 09:00:00+00:00,422.502,2.2,256.58526611328125,0.20541,0.0099,0.0
2022-01-12 10:00:00+00:00,712.0,2.0,622.9152221679688,0.1997,0.0108,0.0018816666666666665
2022-01-12 11:00:00+00:00,719.911,2.1,763.2308349609375,0.19666,0.0108,0.0018816666666666665
2022-01-12 12:00:00+00:00,732.015,2.1,817.0903930664062,0.19695,0.0099,0.0
2022-01-12 13:00:00+00:00,717.291,2.5,848.5774536132812,0.19741999999999998,0.0099,0.0
2022-01-12 14:00:00+00:00,707.898,90.4,847.5374755859375,0.19741999999999998,0.0099,0.0
2022-01-12 15:00:00+00:00,751.594,78.5,802.870361328125,0.1996,0.0099,0.0
2022-01-12 16:00:00+00:00,776.903,247.5,674.9536743164062,0.2002,0.0099,0.0
2022-01-12 17:00:00+00:00,757.139,62.1,473.73992919921875,0.22749,0.0099,0.0
2022-01-12 18:00:00+00:00,787.088,123.2,29.711612701416016,0.255,0.0099,0.0
2022-01-12 19:00:00+00:00,792.275,201.5,0.0,0.26138,0.0108,0.0018816666666666665
2022-01-12 20:00:00+00:00,773.492,223.9,0.0,0.2531,0.0108,0.0018816666666666665
2022-01-12 21:00:00+00:00,735.755,98.1,0.0,0.22279,0.0108,0.0018816666666666665
2022-01-12 22:00:00+00:00,681.787,39.9,0.0,0.21364,0.0099,0.0
2022-01-12 23:00:00+00:00,561.186,2.1,0.0,0.20022,0.0078,0.0
2022-01-13 00:00:00+00:00,310.986,2.1,0.0,0.19,0.0078,0.0
2022-01-13 01:00:00+00:00,268.377,2.1,0.0,0.18872,0.0078,0.0
2022-01-13 02:00:00+00:00,268.632,2.1,0.0,0.18787,0.0078,0.0
2022-01-13 03:00:00+00:00,226.937,2.2,0.0,0.18288,0.0069,0.0
2022-01-13 04:00:00+00:00,224.939,2.1,0.0,0.18665,0.0069,0.0
2022-01-13 05:00:00+00:00,245.222,2.2,0.0,0.18741999999999998,0.0069,0.0
2022-01-13 06:00:00+00:00,252.192,2.0,0.0,0.19293000000000002,0.0069,0.0
2022-01-13 07:00:00+00:00,269.654,2.1,0.0,0.22013999999999997,0.0078,0.0
2022-01-13 08:00:00+00:00,291.22,2.3,0.0,0.22675,0.0078,0.0
2022-01-13 09:00:00+00:00,387.096,2.0,263.88958740234375,0.22675,0.0099,0.0
2022-01-13 10:00:00+00:00,686.794,2.0,627.7061767578125,0.22025,0.0108,0.0018816666666666665
2022-01-13 11:00:00+00:00,700.299,2.1,759.0994873046875,0.21635,0.0108,0.0018816666666666665
2022-01-13 12:00:00+00:00,725.739,2.0,817.4982299804688,0.21393,0.0099,0.0
2022-01-13 13:00:00+00:00,718.103,2.2,845.9714965820312,0.21393,0.0099,0.0
